model,query_id,split,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,p_correct,auto_accept,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,s1,s2,gap12,gap1_5,mean90,std90,z1,z_gap,entropy_top10,top10_materials,top10_scores
kforth/IfcMaterial2MP,11,test,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.593151,0.593151,False,32,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.593151,0.568357,0.024794,0.054627,0.453252,0.061533,2.273575,0.402938,2.302378,2K-Fliessbelag Epoxidharz | Baugrubensicherung Schlitzwand 800 | Baukleber Einbettmörtel mineralisch | Chromnickelstahlblech verzinnt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Baugrubensicherung Spundwand gespriesst | Polystyrol extrudiert XPS | Baugrubensicherung Spundwand verankert | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.593151 | 0.568357 | 0.560888 | 0.549147 | 0.538524 | 0.538270 | 0.532241 | 0.531577 | 0.530069 | 0.526704
kforth/IfcMaterial2MP,12,test,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.595285,0.595285,False,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,0.595285,0.586246,0.009039,0.053656,0.469224,0.052006,2.424002,0.173816,2.302359,2K-Fliessbelag Epoxidharz | Polystyrol extrudiert XPS | Polysulfiddichtungsmasse | Baukleber Einbettmörtel mineralisch | Polyamid PA glasfaserverstärkt | Dichtungsbahn Polyolefin FPO | Armierungsstahl | Kautschukdichtungsmasse | Polyvinylchlorid PVC | Acrylnitril-Butadien-Styrol ABS,0.595285 | 0.586246 | 0.545472 | 0.542435 | 0.541629 | 0.541172 | 0.538196 | 0.535540 | 0.535307 | 0.533092
kforth/IfcMaterial2MP,13,test,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Polysulfiddichtungsmasse,0.608341,0.608341,False,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.608341,0.588220,0.020121,0.055895,0.457910,0.066569,2.259768,0.302256,2.302337,Polysulfiddichtungsmasse | 2K-Fliessbelag Epoxidharz | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Dichtungsbahn Polyolefin FPO | Tiefgründung Mikrobohrpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.608341 | 0.588220 | 0.561542 | 0.558751 | 0.552446 | 0.548168 | 0.544987 | 0.542499 | 0.537607 | 0.536616
kforth/IfcMaterial2MP,14,test,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.645996,0.645996,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.645996,0.642422,0.003574,0.047961,0.469009,0.085927,2.059751,0.041592,2.302252,Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Betonfertigteil hochfest | Polysulfiddichtungsmasse | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert,0.645996 | 0.642422 | 0.622304 | 0.615437 | 0.598035 | 0.586818 | 0.581687 | 0.578294 | 0.578272 | 0.576198
kforth/IfcMaterial2MP,15,test,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.649863,0.649863,False,18,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.649863,0.632574,0.017289,0.039335,0.450127,0.088420,2.258947,0.195537,2.302209,Betonfertigteil normalfest | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Betonfertigteil hochfest | 2K-Fliessbelag Epoxidharz | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert,0.649863 | 0.632574 | 0.623476 | 0.620595 | 0.610528 | 0.599713 | 0.579662 | 0.575398 | 0.570252 | 0.567484
kforth/IfcMaterial2MP,16,test,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.616149,0.616149,False,15,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.616149,0.568710,0.047439,0.081536,0.417160,0.077390,2.571258,0.612985,2.302128,Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | 2K-Fliessbelag Epoxidharz | Bohrpfahlbeton | Armierungsstahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Polyethylenvlies PE | Polyurethan PUR PIR,0.616149 | 0.568710 | 0.559227 | 0.557283 | 0.534613 | 0.533786 | 0.527747 | 0.519785 | 0.517164 | 0.513242
kforth/IfcMaterial2MP,17,test,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.641656,0.641656,False,6,False,0.000000,0.000000,1.000000,0.166667,0.356207,0.166667,1.000000,0.641656,0.616500,0.025156,0.059521,0.462768,0.080280,2.228307,0.313359,2.302234,Betonfertigteil normalfest | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Baugrubensicherung Spundwand gespriesst | Tiefbaubeton | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Polyethylenvlies PE | Baugrubensicherung Spundwand verankert | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.641656 | 0.616500 | 0.613654 | 0.598099 | 0.582135 | 0.575586 | 0.571092 | 0.569219 | 0.561055 | 0.557359
kforth/IfcMaterial2MP,18,test,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,1,2K-Fliessbelag Epoxidharz,0.624444,0.624444,False,39,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.624444,0.611873,0.012570,0.020250,0.475474,0.076238,1.954010,0.164882,2.302529,2K-Fliessbelag Epoxidharz | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Betonfertigteil normalfest | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Betonfertigteil hochfest | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,0.624444 | 0.611873 | 0.610613 | 0.608459 | 0.604193 | 0.602711 | 0.597854 | 0.597445 | 0.593173 | 0.584684
kforth/IfcMaterial2MP,19,test,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.624748,0.624748,False,20,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.624748,0.593718,0.031030,0.063040,0.439804,0.070900,2.608503,0.437653,2.302115,Betonfertigteil normalfest | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | 2K-Fliessbelag Epoxidharz | Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Bohrpfahlbeton | Polyurethan PUR PIR | Baugrubensicherung Spundwand gespriesst,0.624748 | 0.593718 | 0.584085 | 0.581340 | 0.561708 | 0.554439 | 0.554119 | 0.542044 | 0.523914 | 0.521992
kforth/IfcMaterial2MP,20,test,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,2,Tiefgründung Vorgefertigter Betonpfahl,0.699795,0.699795,False,24,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.699795,0.679769,0.020026,0.064524,0.479977,0.092841,2.367666,0.215697,2.302238,Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Mikrobohrpfahl | Betonfertigteil normalfest | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand gespriesst,0.699795 | 0.679769 | 0.642230 | 0.635322 | 0.635271 | 0.632051 | 0.631719 | 0.625451 | 0.623673 | 0.608438
kforth/IfcMaterial2MP,21,test,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,1,Tiefgründung Vorgefertigter Betonpfahl,0.699071,0.699071,False,42,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.699071,0.672065,0.027006,0.081836,0.475254,0.090566,2.471325,0.298193,2.302066,Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Betonfertigteil normalfest | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Mikrobohrpfahl | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Spundwand gespriesst,0.699071 | 0.672065 | 0.662642 | 0.634125 | 0.617235 | 0.616189 | 0.613101 | 0.606687 | 0.603316 | 0.602699
kforth/IfcMaterial2MP,22,test,IfcPile BORED Bohrpfahl Beton 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Bohrpfahlbeton,0.730597,0.730597,False,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.730597,0.691503,0.039094,0.080791,0.472711,0.099080,2.602821,0.394575,2.302114,Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Betonfertigteil hochfest | Tiefgründung Mikrobohrpfahl,0.730597 | 0.691503 | 0.664878 | 0.659453 | 0.649806 | 0.644684 | 0.637859 | 0.636125 | 0.635218 | 0.624965
kforth/IfcMaterial2MP,23,test,IfcPile BORED Bohrpfahl Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Bohrpfahlbeton,0.731679,0.731679,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.731679,0.671483,0.060197,0.088412,0.473870,0.096751,2.664677,0.622186,2.302097,Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Mikrobohrpfahl | Baugrubensicherung Bohrpfahlwand gespriesst | Betonfertigteil normalfest | Betonfertigteil hochfest | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.731679 | 0.671483 | 0.652096 | 0.651076 | 0.643267 | 0.638034 | 0.637425 | 0.636066 | 0.623575 | 0.617498
kforth/IfcMaterial2MP,24,test,IfcFooting STRIP_FOOTING Fundament Magerbeton Ortbeton,Magerbeton,Magerbeton,1,Polyethylenvlies PE,0.580830,0.580830,False,60,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.580830,0.579876,0.000953,0.028146,0.440997,0.065654,2.129848,0.014520,2.302345,Polyethylenvlies PE | Polyurethan PUR PIR | Polystyrol extrudiert XPS | 2K-Fliessbelag Epoxidharz | Polyvinylchlorid PVC | Dichtungsbahn Polyolefin FPO | Polysulfiddichtungsmasse | Polyethylen PE | Acrylnitril-Butadien-Styrol ABS | Polystyrol expandiert EPS,0.580830 | 0.579876 | 0.576183 | 0.569410 | 0.552684 | 0.543329 | 0.537671 | 0.527621 | 0.527225 | 0.523379
kforth/IfcMaterial2MP,25,test,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Polysulfiddichtungsmasse,0.648572,0.648572,False,11,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.648572,0.630622,0.017950,0.045355,0.488690,0.062769,2.547165,0.285970,2.302287,Polysulfiddichtungsmasse | Kautschukdichtungsmasse | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | 2-Komponenten Klebstoff | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Kraftpapier | Polystyrol expandiert EPS | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Polystyrol extrudiert XPS,0.648572 | 0.630622 | 0.617891 | 0.604661 | 0.603217 | 0.592766 | 0.589758 | 0.574123 | 0.573965 | 0.572296
kforth/IfcMaterial2MP,26,test,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,3,Polyurethan PUR PIR,0.557429,0.557429,False,49,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.557429,0.534561,0.022868,0.049399,0.417955,0.058098,2.400665,0.393615,2.302354,Polyurethan PUR PIR | Dichtungsbahn Polyolefin FPO | Polysulfiddichtungsmasse | Stahlprofil blank | Dichtungsbahn Gummi EPDM | Plexiglas PMMA Acrylglas | 2K-Fliessbelag Epoxidharz | Polyvinylchlorid PVC | Aluminiumprofil blank | 2-Komponenten Klebstoff,0.557429 | 0.534561 | 0.524619 | 0.510446 | 0.508030 | 0.503800 | 0.503576 | 0.491804 | 0.487302 | 0.486040
kforth/IfcMaterial2MP,27,test,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,3,Bohrpfahlbeton,0.666673,0.666673,False,4,False,0.000000,1.000000,1.000000,0.250000,0.494186,0.278571,1.000000,0.666673,0.613440,0.053232,0.076084,0.470293,0.072170,2.721075,0.737600,2.302224,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand unverankert | Dichtungsbahn Polyolefin FPO | Polysulfiddichtungsmasse | Baugrubensicherung Bohrpfahlwand verankert | 2K-Fliessbelag Epoxidharz | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand gespriesst,0.666673 | 0.613440 | 0.593631 | 0.590964 | 0.590588 | 0.585622 | 0.579229 | 0.576857 | 0.575971 | 0.573895
kforth/IfcElement2ConstructionSets,0,test,IfcReinforcingBar,Armierungsstahl,Armierungsstahl,1,Konstruktionsvollholz,0.969815,0.969815,False,30,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.969815,0.967098,0.002717,0.011886,0.774550,0.160721,1.214926,0.016905,2.302560,Konstruktionsvollholz | Balkenschichtholz | Polystyrol extrudiert XPS | Brettsperrholz | Polyethylenfolie PE | Polystyrol expandiert EPS | Furniersperrholz | Kupferblech blank | Bohrpfahlbeton | Silicon-Fugenmasse,0.969815 | 0.967098 | 0.960409 | 0.958448 | 0.957929 | 0.956838 | 0.956756 | 0.950710 | 0.949508 | 0.945926
kforth/IfcElement2ConstructionSets,1,test,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Buche Eiche kammergetrocknet gehobelt,0.983984,0.983984,False,38,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.983984,0.983640,0.000345,0.002090,0.797968,0.276778,0.672078,0.001245,2.302584,Massivholz Buche Eiche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Massivholz Buche Eiche luftgetrocknet rau | Baugrubensicherung Rühlwand verankert | Polyamid PA glasfaserverstärkt | Massivholz Buche Eiche kammergetrocknet rau | Chromnickelstahlblech verzinnt | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst,0.983984 | 0.983640 | 0.982391 | 0.982218 | 0.981894 | 0.981876 | 0.981433 | 0.980313 | 0.980117 | 0.979837
kforth/IfcElement2ConstructionSets,2,test,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Buche Eiche kammergetrocknet gehobelt,0.988190,0.988190,False,46,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.988190,0.986254,0.001936,0.002851,0.799978,0.280851,0.670151,0.006894,2.302584,Massivholz Buche Eiche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Baugrubensicherung Bohrpfahlwand gespriesst | Polyamid PA glasfaserverstärkt | Massivholz Buche Eiche luftgetrocknet rau | Chromnickelstahlblech verzinnt | Baugrubensicherung Rühlwand verankert | Massivholz Buche Eiche kammergetrocknet rau | Baugrubensicherung Rühlwand gespriesst | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.988190 | 0.986254 | 0.985764 | 0.985755 | 0.985339 | 0.985096 | 0.984998 | 0.984946 | 0.984175 | 0.984151
kforth/IfcElement2ConstructionSets,3,test,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Buche Eiche kammergetrocknet rau,0.978745,0.978745,False,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.978745,0.976960,0.001785,0.004229,0.808876,0.251469,0.675504,0.007098,2.302582,Massivholz Buche Eiche kammergetrocknet rau | Baugrubensicherung Spundwand verankert | Messing-/Baubronzeblech | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand auskragend | Holzwolle-Leichtbauplatte zementgebunden | Massivholz Buche Eiche luftgetrocknet rau | Baugrubensicherung Bohrpfahlwand verankert | Massivholz Buche Eiche kammergetrocknet gehobelt | Tiefgründung Mikrobohrpfahl,0.978745 | 0.976960 | 0.975813 | 0.975750 | 0.974516 | 0.974040 | 0.973042 | 0.972751 | 0.970947 | 0.970608
kforth/IfcElement2ConstructionSets,4,test,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand verankert,0.978338,0.978338,False,28,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.978338,0.977373,0.000965,0.005411,0.811652,0.243661,0.684090,0.003961,2.302581,Baugrubensicherung Spundwand verankert | Massivholz Buche Eiche kammergetrocknet rau | Baugrubensicherung Rühlwand verankert | Messing-/Baubronzeblech | Baugrubensicherung Spundwand auskragend | Holzwolle-Leichtbauplatte zementgebunden | Plexiglas PMMA Acrylglas | Massivholz Buche Eiche luftgetrocknet rau | Baugrubensicherung Bohrpfahlwand verankert | Chromstahlblech blank,0.978338 | 0.977373 | 0.973480 | 0.973062 | 0.972927 | 0.971211 | 0.970889 | 0.970827 | 0.970483 | 0.968587
kforth/IfcElement2ConstructionSets,5,test,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt,0.989294,0.989294,False,50,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.989294,0.988254,0.001040,0.002637,0.773459,0.309681,0.696961,0.003359,2.302584,Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Massivholz Buche Eiche kammergetrocknet gehobelt | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Rühlwand gespriesst | Polyamid PA glasfaserverstärkt,0.989294 | 0.988254 | 0.987086 | 0.987055 | 0.986657 | 0.986358 | 0.986236 | 0.985700 | 0.985687 | 0.985371
kforth/IfcElement2ConstructionSets,6,test,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Buche Eiche kammergetrocknet gehobelt,0.989242,0.989242,False,47,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.989242,0.987709,0.001533,0.002975,0.794978,0.288463,0.673444,0.005316,2.302584,Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Buche Eiche luftgetrocknet rau | Baugrubensicherung Bohrpfahlwand gespriesst | Polyamid PA glasfaserverstärkt | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Messing-/Baubronzeblech,0.989242 | 0.987709 | 0.987614 | 0.987256 | 0.986266 | 0.986144 | 0.986042 | 0.985940 | 0.985489 | 0.985411
kforth/IfcElement2ConstructionSets,7,test,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Buche Eiche kammergetrocknet gehobelt,0.987588,0.987588,False,46,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.987588,0.986050,0.001538,0.003092,0.795931,0.283771,0.675392,0.005419,2.302584,Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Baugrubensicherung Rühlwand verankert | Massivholz Buche Eiche kammergetrocknet rau | Baugrubensicherung Bohrpfahlwand gespriesst | Messing-/Baubronzeblech | Baugrubensicherung Rühlwand gespriesst | Polyamid PA glasfaserverstärkt | Baugrubensicherung Bohrpfahlwand verankert,0.987588 | 0.986050 | 0.985738 | 0.984682 | 0.984495 | 0.984014 | 0.983649 | 0.983449 | 0.982837 | 0.982792
kforth/IfcElement2ConstructionSets,8,test,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,1,Massivholz Buche Eiche kammergetrocknet gehobelt,0.986880,0.986880,False,48,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986880,0.986412,0.000469,0.002030,0.789871,0.291282,0.676353,0.001609,2.302584,Massivholz Buche Eiche kammergetrocknet gehobelt | Baugrubensicherung Bohrpfahlwand gespriesst | Polyamid PA glasfaserverstärkt | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Schlitzwand 400 | Chromnickelstahlblech verzinnt | Baugrubensicherung Rühlwand verankert | Massivholz Buche Eiche luftgetrocknet rau | Baugrubensicherung Bohrpfahlwand verankert,0.986880 | 0.986412 | 0.986080 | 0.985654 | 0.984850 | 0.984793 | 0.984330 | 0.982700 | 0.982541 | 0.982083
