index,entity,predefined_type,material,strength,exposure,diameter,casting_method,query,dedupe_key
5811,IfcPile,FRICTION,Beton,C20/25,,900,,IfcPile FRICTION Beton C20/25 900,IfcPile FRICTION Beton C20/25 900
5812,IfcPile,FRICTION,Beton,C20/25,,900,Fertigteil,IfcPile FRICTION Beton C20/25 900 Fertigteil,IfcPile FRICTION Beton C20/25 900 Fertigteil
5813,IfcPile,FRICTION,Beton,C20/25,,900,Ortbeton,IfcPile FRICTION Beton C20/25 900 Ortbeton,IfcPile FRICTION Beton C20/25 900 Ortbeton
5814,IfcPile,FRICTION,Beton,C20/25,,1000,,IfcPile FRICTION Beton C20/25 1000,IfcPile FRICTION Beton C20/25 1000
5815,IfcPile,FRICTION,Beton,C20/25,,1000,Fertigteil,IfcPile FRICTION Beton C20/25 1000 Fertigteil,IfcPile FRICTION Beton C20/25 1000 Fertigteil
5816,IfcPile,FRICTION,Beton,C20/25,,1000,INSITU,IfcPile FRICTION Beton C20/25 1000 INSITU,IfcPile FRICTION Beton C20/25 1000 INSITU
5817,IfcPile,FRICTION,Beton,C25/30,,100,,IfcPile FRICTION Beton C25/30 100,IfcPile FRICTION Beton C25/30 100
5818,IfcPile,FRICTION,Beton,C25/30,,100,Ortbeton,IfcPile FRICTION Beton C25/30 100 Ortbeton,IfcPile FRICTION Beton C25/30 100 Ortbeton
5819,IfcPile,FRICTION,Beton,C25/30,,100,PRECAST,IfcPile FRICTION Beton C25/30 100 PRECAST,IfcPile FRICTION Beton C25/30 100 PRECAST
5820,IfcPile,FRICTION,Beton,C25/30,,200,,IfcPile FRICTION Beton C25/30 200,IfcPile FRICTION Beton C25/30 200
5821,IfcPile,FRICTION,Beton,C25/30,,200,INSITU,IfcPile FRICTION Beton C25/30 200 INSITU,IfcPile FRICTION Beton C25/30 200 INSITU
5822,IfcPile,FRICTION,Beton,C25/30,,200,PRECAST,IfcPile FRICTION Beton C25/30 200 PRECAST,IfcPile FRICTION Beton C25/30 200 PRECAST
5823,IfcPile,FRICTION,Beton,C25/30,,300,,IfcPile FRICTION Beton C25/30 300,IfcPile FRICTION Beton C25/30 300
5824,IfcPile,FRICTION,Beton,C25/30,,300,Ortbeton,IfcPile FRICTION Beton C25/30 300 Ortbeton,IfcPile FRICTION Beton C25/30 300 Ortbeton
5825,IfcPile,FRICTION,Beton,C25/30,,300,PRECAST,IfcPile FRICTION Beton C25/30 300 PRECAST,IfcPile FRICTION Beton C25/30 300 PRECAST
5826,IfcPile,FRICTION,Beton,C25/30,,400,,IfcPile FRICTION Beton C25/30 400,IfcPile FRICTION Beton C25/30 400
5827,IfcPile,FRICTION,Beton,C25/30,,400,Ortbeton,IfcPile FRICTION Beton C25/30 400 Ortbeton,IfcPile FRICTION Beton C25/30 400 Ortbeton
5828,IfcPile,FRICTION,Beton,C25/30,,400,PRECAST,IfcPile FRICTION Beton C25/30 400 PRECAST,IfcPile FRICTION Beton C25/30 400 PRECAST
5829,IfcPile,FRICTION,Beton,C25/30,,500,,IfcPile FRICTION Beton C25/30 500,IfcPile FRICTION Beton C25/30 500
5830,IfcPile,FRICTION,Beton,C25/30,,500,Fertigteil,IfcPile FRICTION Beton C25/30 500 Fertigteil,IfcPile FRICTION Beton C25/30 500 Fertigteil
5831,IfcPile,FRICTION,Beton,C25/30,,500,Ortbeton,IfcPile FRICTION Beton C25/30 500 Ortbeton,IfcPile FRICTION Beton C25/30 500 Ortbeton
5832,IfcPile,FRICTION,Beton,C25/30,,600,,IfcPile FRICTION Beton C25/30 600,IfcPile FRICTION Beton C25/30 600
5833,IfcPile,FRICTION,Beton,C25/30,,600,Ortbeton,IfcPile FRICTION Beton C25/30 600 Ortbeton,IfcPile FRICTION Beton C25/30 600 Ortbeton
5834,IfcPile,FRICTION,Beton,C25/30,,600,PRECAST,IfcPile FRICTION Beton C25/30 600 PRECAST,IfcPile FRICTION Beton C25/30 600 PRECAST
5835,IfcPile,FRICTION,Beton,C25/30,,700,,IfcPile FRICTION Beton C25/30 700,IfcPile FRICTION Beton C25/30 700
5836,IfcPile,FRICTION,Beton,C25/30,,700,Ortbeton,IfcPile FRICTION Beton C25/30 700 Ortbeton,IfcPile FRICTION Beton C25/30 700 Ortbeton
5837,IfcPile,FRICTION,Beton,C25/30,,700,PRECAST,IfcPile FRICTION Beton C25/30 700 PRECAST,IfcPile FRICTION Beton C25/30 700 PRECAST
5838,IfcPile,FRICTION,Beton,C25/30,,800,,IfcPile FRICTION Beton C25/30 800,IfcPile FRICTION Beton C25/30 800
5839,IfcPile,FRICTION,Beton,C25/30,,800,Fertigteil,IfcPile FRICTION Beton C25/30 800 Fertigteil,IfcPile FRICTION Beton C25/30 800 Fertigteil
5840,IfcPile,FRICTION,Beton,C25/30,,800,Ortbeton,IfcPile FRICTION Beton C25/30 800 Ortbeton,IfcPile FRICTION Beton C25/30 800 Ortbeton
5841,IfcPile,FRICTION,Beton,C25/30,,900,,IfcPile FRICTION Beton C25/30 900,IfcPile FRICTION Beton C25/30 900
5842,IfcPile,FRICTION,Beton,C25/30,,900,Ortbeton,IfcPile FRICTION Beton C25/30 900 Ortbeton,IfcPile FRICTION Beton C25/30 900 Ortbeton
5843,IfcPile,FRICTION,Beton,C25/30,,900,PRECAST,IfcPile FRICTION Beton C25/30 900 PRECAST,IfcPile FRICTION Beton C25/30 900 PRECAST
5844,IfcPile,FRICTION,Beton,C25/30,,1000,,IfcPile FRICTION Beton C25/30 1000,IfcPile FRICTION Beton C25/30 1000
5845,IfcPile,FRICTION,Beton,C25/30,,1000,Ortbeton,IfcPile FRICTION Beton C25/30 1000 Ortbeton,IfcPile FRICTION Beton C25/30 1000 Ortbeton
5846,IfcPile,FRICTION,Beton,C25/30,,1000,PRECAST,IfcPile FRICTION Beton C25/30 1000 PRECAST,IfcPile FRICTION Beton C25/30 1000 PRECAST
5847,IfcPile,FRICTION,Beton,C30/37,,100,,IfcPile FRICTION Beton C30/37 100,IfcPile FRICTION Beton C30/37 100
5848,IfcPile,FRICTION,Beton,C30/37,,100,Fertigteil,IfcPile FRICTION Beton C30/37 100 Fertigteil,IfcPile FRICTION Beton C30/37 100 Fertigteil
5849,IfcPile,FRICTION,Beton,C30/37,,100,INSITU,IfcPile FRICTION Beton C30/37 100 INSITU,IfcPile FRICTION Beton C30/37 100 INSITU
5850,IfcPile,FRICTION,Beton,C30/37,,200,,IfcPile FRICTION Beton C30/37 200,IfcPile FRICTION Beton C30/37 200
5851,IfcPile,FRICTION,Beton,C30/37,,200,INSITU,IfcPile FRICTION Beton C30/37 200 INSITU,IfcPile FRICTION Beton C30/37 200 INSITU
5852,IfcPile,FRICTION,Beton,C30/37,,200,PRECAST,IfcPile FRICTION Beton C30/37 200 PRECAST,IfcPile FRICTION Beton C30/37 200 PRECAST
5853,IfcPile,FRICTION,Beton,C30/37,,300,,IfcPile FRICTION Beton C30/37 300,IfcPile FRICTION Beton C30/37 300
5854,IfcPile,FRICTION,Beton,C30/37,,300,Fertigteil,IfcPile FRICTION Beton C30/37 300 Fertigteil,IfcPile FRICTION Beton C30/37 300 Fertigteil
5855,IfcPile,FRICTION,Beton,C30/37,,300,INSITU,IfcPile FRICTION Beton C30/37 300 INSITU,IfcPile FRICTION Beton C30/37 300 INSITU
5856,IfcPile,FRICTION,Beton,C30/37,,400,,IfcPile FRICTION Beton C30/37 400,IfcPile FRICTION Beton C30/37 400
5857,IfcPile,FRICTION,Beton,C30/37,,400,Fertigteil,IfcPile FRICTION Beton C30/37 400 Fertigteil,IfcPile FRICTION Beton C30/37 400 Fertigteil
5858,IfcPile,FRICTION,Beton,C30/37,,400,INSITU,IfcPile FRICTION Beton C30/37 400 INSITU,IfcPile FRICTION Beton C30/37 400 INSITU
5859,IfcPile,FRICTION,Beton,C30/37,,500,,IfcPile FRICTION Beton C30/37 500,IfcPile FRICTION Beton C30/37 500
5860,IfcPile,FRICTION,Beton,C30/37,,500,INSITU,IfcPile FRICTION Beton C30/37 500 INSITU,IfcPile FRICTION Beton C30/37 500 INSITU
5861,IfcPile,FRICTION,Beton,C30/37,,500,PRECAST,IfcPile FRICTION Beton C30/37 500 PRECAST,IfcPile FRICTION Beton C30/37 500 PRECAST
5862,IfcPile,FRICTION,Beton,C30/37,,600,,IfcPile FRICTION Beton C30/37 600,IfcPile FRICTION Beton C30/37 600
5863,IfcPile,FRICTION,Beton,C30/37,,600,Fertigteil,IfcPile FRICTION Beton C30/37 600 Fertigteil,IfcPile FRICTION Beton C30/37 600 Fertigteil
5864,IfcPile,FRICTION,Beton,C30/37,,600,Ortbeton,IfcPile FRICTION Beton C30/37 600 Ortbeton,IfcPile FRICTION Beton C30/37 600 Ortbeton
5865,IfcPile,FRICTION,Beton,C30/37,,700,,IfcPile FRICTION Beton C30/37 700,IfcPile FRICTION Beton C30/37 700
5866,IfcPile,FRICTION,Beton,C30/37,,700,Fertigteil,IfcPile FRICTION Beton C30/37 700 Fertigteil,IfcPile FRICTION Beton C30/37 700 Fertigteil
5867,IfcPile,FRICTION,Beton,C30/37,,700,Ortbeton,IfcPile FRICTION Beton C30/37 700 Ortbeton,IfcPile FRICTION Beton C30/37 700 Ortbeton
5868,IfcPile,FRICTION,Beton,C30/37,,800,,IfcPile FRICTION Beton C30/37 800,IfcPile FRICTION Beton C30/37 800
5869,IfcPile,FRICTION,Beton,C30/37,,800,INSITU,IfcPile FRICTION Beton C30/37 800 INSITU,IfcPile FRICTION Beton C30/37 800 INSITU
5870,IfcPile,FRICTION,Beton,C30/37,,800,PRECAST,IfcPile FRICTION Beton C30/37 800 PRECAST,IfcPile FRICTION Beton C30/37 800 PRECAST
5871,IfcPile,FRICTION,Beton,C30/37,,900,,IfcPile FRICTION Beton C30/37 900,IfcPile FRICTION Beton C30/37 900
5872,IfcPile,FRICTION,Beton,C30/37,,900,Ortbeton,IfcPile FRICTION Beton C30/37 900 Ortbeton,IfcPile FRICTION Beton C30/37 900 Ortbeton
5873,IfcPile,FRICTION,Beton,C30/37,,900,PRECAST,IfcPile FRICTION Beton C30/37 900 PRECAST,IfcPile FRICTION Beton C30/37 900 PRECAST
5874,IfcPile,FRICTION,Beton,C30/37,,1000,,IfcPile FRICTION Beton C30/37 1000,IfcPile FRICTION Beton C30/37 1000
5875,IfcPile,FRICTION,Beton,C30/37,,1000,INSITU,IfcPile FRICTION Beton C30/37 1000 INSITU,IfcPile FRICTION Beton C30/37 1000 INSITU
5876,IfcPile,FRICTION,Beton,C30/37,,1000,PRECAST,IfcPile FRICTION Beton C30/37 1000 PRECAST,IfcPile FRICTION Beton C30/37 1000 PRECAST
5877,IfcPile,FRICTION,Beton,C35/45,,100,,IfcPile FRICTION Beton C35/45 100,IfcPile FRICTION Beton C35/45 100
5878,IfcPile,FRICTION,Beton,C35/45,,100,Ortbeton,IfcPile FRICTION Beton C35/45 100 Ortbeton,IfcPile FRICTION Beton C35/45 100 Ortbeton
5879,IfcPile,FRICTION,Beton,C35/45,,100,PRECAST,IfcPile FRICTION Beton C35/45 100 PRECAST,IfcPile FRICTION Beton C35/45 100 PRECAST
5880,IfcPile,FRICTION,Beton,C35/45,,200,,IfcPile FRICTION Beton C35/45 200,IfcPile FRICTION Beton C35/45 200
5881,IfcPile,FRICTION,Beton,C35/45,,200,Fertigteil,IfcPile FRICTION Beton C35/45 200 Fertigteil,IfcPile FRICTION Beton C35/45 200 Fertigteil
5882,IfcPile,FRICTION,Beton,C35/45,,200,Ortbeton,IfcPile FRICTION Beton C35/45 200 Ortbeton,IfcPile FRICTION Beton C35/45 200 Ortbeton
5883,IfcPile,FRICTION,Beton,C35/45,,300,,IfcPile FRICTION Beton C35/45 300,IfcPile FRICTION Beton C35/45 300
5884,IfcPile,FRICTION,Beton,C35/45,,300,Fertigteil,IfcPile FRICTION Beton C35/45 300 Fertigteil,IfcPile FRICTION Beton C35/45 300 Fertigteil
5885,IfcPile,FRICTION,Beton,C35/45,,300,INSITU,IfcPile FRICTION Beton C35/45 300 INSITU,IfcPile FRICTION Beton C35/45 300 INSITU
5886,IfcPile,FRICTION,Beton,C35/45,,400,,IfcPile FRICTION Beton C35/45 400,IfcPile FRICTION Beton C35/45 400
5887,IfcPile,FRICTION,Beton,C35/45,,400,Ortbeton,IfcPile FRICTION Beton C35/45 400 Ortbeton,IfcPile FRICTION Beton C35/45 400 Ortbeton
5888,IfcPile,FRICTION,Beton,C35/45,,400,PRECAST,IfcPile FRICTION Beton C35/45 400 PRECAST,IfcPile FRICTION Beton C35/45 400 PRECAST
5889,IfcPile,FRICTION,Beton,C35/45,,500,,IfcPile FRICTION Beton C35/45 500,IfcPile FRICTION Beton C35/45 500
5890,IfcPile,FRICTION,Beton,C35/45,,500,Ortbeton,IfcPile FRICTION Beton C35/45 500 Ortbeton,IfcPile FRICTION Beton C35/45 500 Ortbeton
5891,IfcPile,FRICTION,Beton,C35/45,,500,PRECAST,IfcPile FRICTION Beton C35/45 500 PRECAST,IfcPile FRICTION Beton C35/45 500 PRECAST
5892,IfcPile,FRICTION,Beton,C35/45,,600,,IfcPile FRICTION Beton C35/45 600,IfcPile FRICTION Beton C35/45 600
5893,IfcPile,FRICTION,Beton,C35/45,,600,Fertigteil,IfcPile FRICTION Beton C35/45 600 Fertigteil,IfcPile FRICTION Beton C35/45 600 Fertigteil
5894,IfcPile,FRICTION,Beton,C35/45,,600,INSITU,IfcPile FRICTION Beton C35/45 600 INSITU,IfcPile FRICTION Beton C35/45 600 INSITU
5895,IfcPile,FRICTION,Beton,C35/45,,700,,IfcPile FRICTION Beton C35/45 700,IfcPile FRICTION Beton C35/45 700
5896,IfcPile,FRICTION,Beton,C35/45,,700,Fertigteil,IfcPile FRICTION Beton C35/45 700 Fertigteil,IfcPile FRICTION Beton C35/45 700 Fertigteil
5897,IfcPile,FRICTION,Beton,C35/45,,700,Ortbeton,IfcPile FRICTION Beton C35/45 700 Ortbeton,IfcPile FRICTION Beton C35/45 700 Ortbeton
5898,IfcPile,FRICTION,Beton,C35/45,,800,,IfcPile FRICTION Beton C35/45 800,IfcPile FRICTION Beton C35/45 800
5899,IfcPile,FRICTION,Beton,C35/45,,800,Fertigteil,IfcPile FRICTION Beton C35/45 800 Fertigteil,IfcPile FRICTION Beton C35/45 800 Fertigteil
5900,IfcPile,FRICTION,Beton,C35/45,,800,Ortbeton,IfcPile FRICTION Beton C35/45 800 Ortbeton,IfcPile FRICTION Beton C35/45 800 Ortbeton
5901,IfcPile,FRICTION,Beton,C35/45,,900,,IfcPile FRICTION Beton C35/45 900,IfcPile FRICTION Beton C35/45 900
5902,IfcPile,FRICTION,Beton,C35/45,,900,Fertigteil,IfcPile FRICTION Beton C35/45 900 Fertigteil,IfcPile FRICTION Beton C35/45 900 Fertigteil
5903,IfcPile,FRICTION,Beton,C35/45,,900,Ortbeton,IfcPile FRICTION Beton C35/45 900 Ortbeton,IfcPile FRICTION Beton C35/45 900 Ortbeton
5904,IfcPile,FRICTION,Beton,C35/45,,1000,,IfcPile FRICTION Beton C35/45 1000,IfcPile FRICTION Beton C35/45 1000
5905,IfcPile,FRICTION,Beton,C35/45,,1000,Fertigteil,IfcPile FRICTION Beton C35/45 1000 Fertigteil,IfcPile FRICTION Beton C35/45 1000 Fertigteil
5906,IfcPile,FRICTION,Beton,C35/45,,1000,Ortbeton,IfcPile FRICTION Beton C35/45 1000 Ortbeton,IfcPile FRICTION Beton C35/45 1000 Ortbeton
5907,IfcPile,FRICTION,Beton,C40/50,,100,,IfcPile FRICTION Beton C40/50 100,IfcPile FRICTION Beton C40/50 100
5908,IfcPile,FRICTION,Beton,C40/50,,100,Ortbeton,IfcPile FRICTION Beton C40/50 100 Ortbeton,IfcPile FRICTION Beton C40/50 100 Ortbeton
5909,IfcPile,FRICTION,Beton,C40/50,,100,PRECAST,IfcPile FRICTION Beton C40/50 100 PRECAST,IfcPile FRICTION Beton C40/50 100 PRECAST
5910,IfcPile,FRICTION,Beton,C40/50,,200,,IfcPile FRICTION Beton C40/50 200,IfcPile FRICTION Beton C40/50 200
5911,IfcPile,FRICTION,Beton,C40/50,,200,Ortbeton,IfcPile FRICTION Beton C40/50 200 Ortbeton,IfcPile FRICTION Beton C40/50 200 Ortbeton
5912,IfcPile,FRICTION,Beton,C40/50,,200,PRECAST,IfcPile FRICTION Beton C40/50 200 PRECAST,IfcPile FRICTION Beton C40/50 200 PRECAST
5913,IfcPile,FRICTION,Beton,C40/50,,300,,IfcPile FRICTION Beton C40/50 300,IfcPile FRICTION Beton C40/50 300
5914,IfcPile,FRICTION,Beton,C40/50,,300,INSITU,IfcPile FRICTION Beton C40/50 300 INSITU,IfcPile FRICTION Beton C40/50 300 INSITU
5915,IfcPile,FRICTION,Beton,C40/50,,300,PRECAST,IfcPile FRICTION Beton C40/50 300 PRECAST,IfcPile FRICTION Beton C40/50 300 PRECAST
5916,IfcPile,FRICTION,Beton,C40/50,,400,,IfcPile FRICTION Beton C40/50 400,IfcPile FRICTION Beton C40/50 400
5917,IfcPile,FRICTION,Beton,C40/50,,400,Fertigteil,IfcPile FRICTION Beton C40/50 400 Fertigteil,IfcPile FRICTION Beton C40/50 400 Fertigteil
5918,IfcPile,FRICTION,Beton,C40/50,,400,Ortbeton,IfcPile FRICTION Beton C40/50 400 Ortbeton,IfcPile FRICTION Beton C40/50 400 Ortbeton
5919,IfcPile,FRICTION,Beton,C40/50,,500,,IfcPile FRICTION Beton C40/50 500,IfcPile FRICTION Beton C40/50 500
5920,IfcPile,FRICTION,Beton,C40/50,,500,Fertigteil,IfcPile FRICTION Beton C40/50 500 Fertigteil,IfcPile FRICTION Beton C40/50 500 Fertigteil
5921,IfcPile,FRICTION,Beton,C40/50,,500,Ortbeton,IfcPile FRICTION Beton C40/50 500 Ortbeton,IfcPile FRICTION Beton C40/50 500 Ortbeton
5922,IfcPile,FRICTION,Beton,C40/50,,600,,IfcPile FRICTION Beton C40/50 600,IfcPile FRICTION Beton C40/50 600
5923,IfcPile,FRICTION,Beton,C40/50,,600,INSITU,IfcPile FRICTION Beton C40/50 600 INSITU,IfcPile FRICTION Beton C40/50 600 INSITU
5924,IfcPile,FRICTION,Beton,C40/50,,600,PRECAST,IfcPile FRICTION Beton C40/50 600 PRECAST,IfcPile FRICTION Beton C40/50 600 PRECAST
5925,IfcPile,FRICTION,Beton,C40/50,,700,,IfcPile FRICTION Beton C40/50 700,IfcPile FRICTION Beton C40/50 700
5926,IfcPile,FRICTION,Beton,C40/50,,700,Fertigteil,IfcPile FRICTION Beton C40/50 700 Fertigteil,IfcPile FRICTION Beton C40/50 700 Fertigteil
5927,IfcPile,FRICTION,Beton,C40/50,,700,INSITU,IfcPile FRICTION Beton C40/50 700 INSITU,IfcPile FRICTION Beton C40/50 700 INSITU
5928,IfcPile,FRICTION,Beton,C40/50,,800,,IfcPile FRICTION Beton C40/50 800,IfcPile FRICTION Beton C40/50 800
5929,IfcPile,FRICTION,Beton,C40/50,,800,Fertigteil,IfcPile FRICTION Beton C40/50 800 Fertigteil,IfcPile FRICTION Beton C40/50 800 Fertigteil
5930,IfcPile,FRICTION,Beton,C40/50,,800,Ortbeton,IfcPile FRICTION Beton C40/50 800 Ortbeton,IfcPile FRICTION Beton C40/50 800 Ortbeton
5931,IfcPile,FRICTION,Beton,C40/50,,900,,IfcPile FRICTION Beton C40/50 900,IfcPile FRICTION Beton C40/50 900
5932,IfcPile,FRICTION,Beton,C40/50,,900,Ortbeton,IfcPile FRICTION Beton C40/50 900 Ortbeton,IfcPile FRICTION Beton C40/50 900 Ortbeton
5933,IfcPile,FRICTION,Beton,C40/50,,900,PRECAST,IfcPile FRICTION Beton C40/50 900 PRECAST,IfcPile FRICTION Beton C40/50 900 PRECAST
5934,IfcPile,FRICTION,Beton,C40/50,,1000,,IfcPile FRICTION Beton C40/50 1000,IfcPile FRICTION Beton C40/50 1000
5935,IfcPile,FRICTION,Beton,C40/50,,1000,Fertigteil,IfcPile FRICTION Beton C40/50 1000 Fertigteil,IfcPile FRICTION Beton C40/50 1000 Fertigteil
5936,IfcPile,FRICTION,Beton,C40/50,,1000,INSITU,IfcPile FRICTION Beton C40/50 1000 INSITU,IfcPile FRICTION Beton C40/50 1000 INSITU
5937,IfcPile,FRICTION,Beton NPK D,,,100,,IfcPile FRICTION Beton NPK D 100,IfcPile FRICTION Beton NPK D 100
5938,IfcPile,FRICTION,Beton NPK D,,,200,,IfcPile FRICTION Beton NPK D 200,IfcPile FRICTION Beton NPK D 200
5939,IfcPile,FRICTION,Beton NPK D,,,300,,IfcPile FRICTION Beton NPK D 300,IfcPile FRICTION Beton NPK D 300
5940,IfcPile,FRICTION,Beton NPK D,,,400,,IfcPile FRICTION Beton NPK D 400,IfcPile FRICTION Beton NPK D 400
5941,IfcPile,FRICTION,Beton NPK D,,,500,,IfcPile FRICTION Beton NPK D 500,IfcPile FRICTION Beton NPK D 500
5942,IfcPile,FRICTION,Beton NPK D,,,600,,IfcPile FRICTION Beton NPK D 600,IfcPile FRICTION Beton NPK D 600
5943,IfcPile,FRICTION,Beton NPK D,,,800,,IfcPile FRICTION Beton NPK D 800,IfcPile FRICTION Beton NPK D 800
5944,IfcPile,FRICTION,Beton NPK D,,,900,,IfcPile FRICTION Beton NPK D 900,IfcPile FRICTION Beton NPK D 900
5945,IfcPile,FRICTION,Beton NPK D,,,1000,,IfcPile FRICTION Beton NPK D 1000,IfcPile FRICTION Beton NPK D 1000
5946,IfcPile,FRICTION,Beton NPK D,C20/25,,100,Fertigteil,IfcPile FRICTION Beton NPK D C20/25 100 Fertigteil,IfcPile FRICTION Beton NPK D C20/25 100 Fertigteil
5947,IfcPile,FRICTION,Beton NPK D,C20/25,,100,Ortbeton,IfcPile FRICTION Beton NPK D C20/25 100 Ortbeton,IfcPile FRICTION Beton NPK D C20/25 100 Ortbeton
5948,IfcPile,FRICTION,Beton NPK D,C20/25,,200,Ortbeton,IfcPile FRICTION Beton NPK D C20/25 200 Ortbeton,IfcPile FRICTION Beton NPK D C20/25 200 Ortbeton
5949,IfcPile,FRICTION,Beton NPK D,C20/25,,600,Ortbeton,IfcPile FRICTION Beton NPK D C20/25 600 Ortbeton,IfcPile FRICTION Beton NPK D C20/25 600 Ortbeton
5950,IfcPile,FRICTION,Beton NPK D,C20/25,,600,PRECAST,IfcPile FRICTION Beton NPK D C20/25 600 PRECAST,IfcPile FRICTION Beton NPK D C20/25 600 PRECAST
5951,IfcPile,FRICTION,Beton NPK D,C20/25,,800,PRECAST,IfcPile FRICTION Beton NPK D C20/25 800 PRECAST,IfcPile FRICTION Beton NPK D C20/25 800 PRECAST
5952,IfcPile,FRICTION,Beton NPK D,C25/30,,200,INSITU,IfcPile FRICTION Beton NPK D C25/30 200 INSITU,IfcPile FRICTION Beton NPK D C25/30 200 INSITU
5953,IfcPile,FRICTION,Beton NPK D,C25/30,,200,PRECAST,IfcPile FRICTION Beton NPK D C25/30 200 PRECAST,IfcPile FRICTION Beton NPK D C25/30 200 PRECAST
5954,IfcPile,FRICTION,Beton NPK D,C25/30,,400,PRECAST,IfcPile FRICTION Beton NPK D C25/30 400 PRECAST,IfcPile FRICTION Beton NPK D C25/30 400 PRECAST
5955,IfcPile,FRICTION,Beton NPK D,C25/30,,500,Ortbeton,IfcPile FRICTION Beton NPK D C25/30 500 Ortbeton,IfcPile FRICTION Beton NPK D C25/30 500 Ortbeton
5956,IfcPile,FRICTION,Beton NPK D,C25/30,,600,Ortbeton,IfcPile FRICTION Beton NPK D C25/30 600 Ortbeton,IfcPile FRICTION Beton NPK D C25/30 600 Ortbeton
5957,IfcPile,FRICTION,Beton NPK D,C25/30,,600,PRECAST,IfcPile FRICTION Beton NPK D C25/30 600 PRECAST,IfcPile FRICTION Beton NPK D C25/30 600 PRECAST
5958,IfcPile,FRICTION,Beton NPK D,C30/37,,100,Fertigteil,IfcPile FRICTION Beton NPK D C30/37 100 Fertigteil,IfcPile FRICTION Beton NPK D C30/37 100 Fertigteil
5959,IfcPile,FRICTION,Beton NPK D,C30/37,,100,INSITU,IfcPile FRICTION Beton NPK D C30/37 100 INSITU,IfcPile FRICTION Beton NPK D C30/37 100 INSITU
5960,IfcPile,FRICTION,Beton NPK D,C30/37,,200,INSITU,IfcPile FRICTION Beton NPK D C30/37 200 INSITU,IfcPile FRICTION Beton NPK D C30/37 200 INSITU
5961,IfcPile,FRICTION,Beton NPK D,C30/37,,400,INSITU,IfcPile FRICTION Beton NPK D C30/37 400 INSITU,IfcPile FRICTION Beton NPK D C30/37 400 INSITU
5962,IfcPile,FRICTION,Beton NPK D,C30/37,,600,Fertigteil,IfcPile FRICTION Beton NPK D C30/37 600 Fertigteil,IfcPile FRICTION Beton NPK D C30/37 600 Fertigteil
5963,IfcPile,FRICTION,Beton NPK D,C30/37,,800,PRECAST,IfcPile FRICTION Beton NPK D C30/37 800 PRECAST,IfcPile FRICTION Beton NPK D C30/37 800 PRECAST
5964,IfcPile,FRICTION,Beton NPK D,C30/37,,900,PRECAST,IfcPile FRICTION Beton NPK D C30/37 900 PRECAST,IfcPile FRICTION Beton NPK D C30/37 900 PRECAST
5965,IfcPile,FRICTION,Beton NPK D,C30/37,,1000,INSITU,IfcPile FRICTION Beton NPK D C30/37 1000 INSITU,IfcPile FRICTION Beton NPK D C30/37 1000 INSITU
5966,IfcPile,FRICTION,Beton NPK D,C30/37,,1000,PRECAST,IfcPile FRICTION Beton NPK D C30/37 1000 PRECAST,IfcPile FRICTION Beton NPK D C30/37 1000 PRECAST
5967,IfcPile,FRICTION,Beton NPK D,C35/45,,400,PRECAST,IfcPile FRICTION Beton NPK D C35/45 400 PRECAST,IfcPile FRICTION Beton NPK D C35/45 400 PRECAST
5968,IfcPile,FRICTION,Beton NPK D,C35/45,,600,Fertigteil,IfcPile FRICTION Beton NPK D C35/45 600 Fertigteil,IfcPile FRICTION Beton NPK D C35/45 600 Fertigteil
5969,IfcPile,FRICTION,Beton NPK D,C35/45,,800,Fertigteil,IfcPile FRICTION Beton NPK D C35/45 800 Fertigteil,IfcPile FRICTION Beton NPK D C35/45 800 Fertigteil
5970,IfcPile,FRICTION,Beton NPK D,C35/45,,900,Ortbeton,IfcPile FRICTION Beton NPK D C35/45 900 Ortbeton,IfcPile FRICTION Beton NPK D C35/45 900 Ortbeton
5971,IfcPile,FRICTION,Beton NPK D,C35/45,,1000,Ortbeton,IfcPile FRICTION Beton NPK D C35/45 1000 Ortbeton,IfcPile FRICTION Beton NPK D C35/45 1000 Ortbeton
5972,IfcPile,FRICTION,Beton NPK D,C40/50,,100,PRECAST,IfcPile FRICTION Beton NPK D C40/50 100 PRECAST,IfcPile FRICTION Beton NPK D C40/50 100 PRECAST
5973,IfcPile,FRICTION,Beton NPK D,C40/50,,200,PRECAST,IfcPile FRICTION Beton NPK D C40/50 200 PRECAST,IfcPile FRICTION Beton NPK D C40/50 200 PRECAST
5974,IfcPile,FRICTION,Beton NPK D,C40/50,,300,PRECAST,IfcPile FRICTION Beton NPK D C40/50 300 PRECAST,IfcPile FRICTION Beton NPK D C40/50 300 PRECAST
5975,IfcPile,FRICTION,Beton NPK D,C40/50,,400,Fertigteil,IfcPile FRICTION Beton NPK D C40/50 400 Fertigteil,IfcPile FRICTION Beton NPK D C40/50 400 Fertigteil
5976,IfcPile,FRICTION,Beton NPK D,C40/50,,800,Ortbeton,IfcPile FRICTION Beton NPK D C40/50 800 Ortbeton,IfcPile FRICTION Beton NPK D C40/50 800 Ortbeton
5977,IfcPile,FRICTION,Beton NPK E,,,100,,IfcPile FRICTION Beton NPK E 100,IfcPile FRICTION Beton NPK E 100
5978,IfcPile,FRICTION,Beton NPK E,,,200,,IfcPile FRICTION Beton NPK E 200,IfcPile FRICTION Beton NPK E 200
