line_number,query,baseline_mapping,new_mapping,change_state,mapping_state
6791,IfcPile JETGROUTING Stahlbeton NPK F 300,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6792,IfcPile JETGROUTING Stahlbeton NPK F 400,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6793,IfcPile JETGROUTING Stahlbeton NPK F 500,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6794,IfcPile JETGROUTING Stahlbeton NPK F 700,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6795,IfcPile JETGROUTING Stahlbeton NPK F 800,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6796,IfcPile JETGROUTING Stahlbeton NPK F 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6797,IfcPile JETGROUTING Stahlbeton NPK F 1000,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6798,IfcPile JETGROUTING Stahlbeton NPK F C20/25 300 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6799,IfcPile JETGROUTING Stahlbeton NPK F C20/25 500 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6800,IfcPile JETGROUTING Stahlbeton NPK F C20/25 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6801,IfcPile JETGROUTING Stahlbeton NPK F C20/25 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6802,IfcPile JETGROUTING Stahlbeton NPK F C20/25 900 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6803,IfcPile JETGROUTING Stahlbeton NPK F C25/30 300 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6804,IfcPile JETGROUTING Stahlbeton NPK F C25/30 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6805,IfcPile JETGROUTING Stahlbeton NPK F C30/37 1000 INSITU,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6806,IfcPile JETGROUTING Stahlbeton NPK F C35/45 400 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6807,IfcPile JETGROUTING Stahlbeton NPK F C40/50 100 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6808,IfcPile JETGROUTING Stahlbeton NPK F C40/50 500 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6809,IfcPile JETGROUTING Stahlbeton NPK F C40/50 700 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6810,IfcPile JETGROUTING Stahlbeton NPK F C40/50 800 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6811,IfcPile JETGROUTING Stahlbeton NPK F C40/50 900 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6812,IfcPile JETGROUTING Stahlbeton NPK G 100,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6813,IfcPile JETGROUTING Stahlbeton NPK G 200,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6814,IfcPile JETGROUTING Stahlbeton NPK G 300,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6815,IfcPile JETGROUTING Stahlbeton NPK G 400,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6816,IfcPile JETGROUTING Stahlbeton NPK G 500,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6817,IfcPile JETGROUTING Stahlbeton NPK G 600,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6818,IfcPile JETGROUTING Stahlbeton NPK G 800,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6819,IfcPile JETGROUTING Stahlbeton NPK G 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6820,IfcPile JETGROUTING Stahlbeton NPK G 1000,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6821,IfcPile JETGROUTING Stahlbeton NPK G C20/25 100 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6822,IfcPile JETGROUTING Stahlbeton NPK G C20/25 1000 Ortbeton,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6823,IfcPile JETGROUTING Stahlbeton NPK G C25/30 100 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6824,IfcPile JETGROUTING Stahlbeton NPK G C25/30 500 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6825,IfcPile JETGROUTING Stahlbeton NPK G C25/30 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6826,IfcPile JETGROUTING Stahlbeton NPK G C25/30 1000 INSITU,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6827,IfcPile JETGROUTING Stahlbeton NPK G C30/37 400 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6828,IfcPile JETGROUTING Stahlbeton NPK G C35/45 100 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6829,IfcPile JETGROUTING Stahlbeton NPK G C35/45 200 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6830,IfcPile JETGROUTING Stahlbeton NPK G C35/45 300 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6831,IfcPile JETGROUTING Stahlbeton NPK G C35/45 800 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6832,IfcPile JETGROUTING Stahlbeton NPK G C35/45 900 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6833,IfcPile JETGROUTING Stahlbeton NPK G C40/50 200 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6834,IfcPile SUPPORT S235,Tiefgründung Mikrobohrpfahl | Stahlblech blank | Stahlprofil blank,Tiefgründung Mikrobohrpfahl | Stahlblech blank | Stahlprofil blank,unchanged,non-empty
6835,IfcPile SUPPORT S355,Tiefgründung Mikrobohrpfahl | Stahlblech blank | Stahlprofil blank,Tiefgründung Mikrobohrpfahl | Stahlblech blank | Stahlprofil blank,unchanged,non-empty
6836,IfcPile SUPPORT S460,Tiefgründung Mikrobohrpfahl | Stahlblech blank | Stahlprofil blank,Tiefgründung Mikrobohrpfahl | Stahlblech blank | Stahlprofil blank,unchanged,non-empty
6837,IfcPile SUPPORT Aggregate,Tiefgründung Rüttelstopfsäule,Tiefgründung Rüttelstopfsäule,unchanged,non-empty
6838,IfcPile SUPPORT Beton 100,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6839,IfcPile SUPPORT Beton 100 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6840,IfcPile SUPPORT Beton 100 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6841,IfcPile SUPPORT Beton 100 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6842,IfcPile SUPPORT Beton 100 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6843,IfcPile SUPPORT Beton 200,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6844,IfcPile SUPPORT Beton 200 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6845,IfcPile SUPPORT Beton 200 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6846,IfcPile SUPPORT Beton 200 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6847,IfcPile SUPPORT Beton 200 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6848,IfcPile SUPPORT Beton 300,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6849,IfcPile SUPPORT Beton 300 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6850,IfcPile SUPPORT Beton 300 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6851,IfcPile SUPPORT Beton 300 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6852,IfcPile SUPPORT Beton 300 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6853,IfcPile SUPPORT Beton 400,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6854,IfcPile SUPPORT Beton 400 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6855,IfcPile SUPPORT Beton 400 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6856,IfcPile SUPPORT Beton 400 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6857,IfcPile SUPPORT Beton 400 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6858,IfcPile SUPPORT Beton 500,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6859,IfcPile SUPPORT Beton 500 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6860,IfcPile SUPPORT Beton 500 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6861,IfcPile SUPPORT Beton 500 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6862,IfcPile SUPPORT Beton 500 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6863,IfcPile SUPPORT Beton 600,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6864,IfcPile SUPPORT Beton 600 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6865,IfcPile SUPPORT Beton 600 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6866,IfcPile SUPPORT Beton 600 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6867,IfcPile SUPPORT Beton 700,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6868,IfcPile SUPPORT Beton 700 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6869,IfcPile SUPPORT Beton 700 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6870,IfcPile SUPPORT Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6871,IfcPile SUPPORT Beton 700 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6872,IfcPile SUPPORT Beton 800,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6873,IfcPile SUPPORT Beton 800 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6874,IfcPile SUPPORT Beton 800 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6875,IfcPile SUPPORT Beton 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6876,IfcPile SUPPORT Beton 800 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6877,IfcPile SUPPORT Beton 900,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6878,IfcPile SUPPORT Beton 900 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6879,IfcPile SUPPORT Beton 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6880,IfcPile SUPPORT Beton 900 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6881,IfcPile SUPPORT Beton 1000,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6882,IfcPile SUPPORT Beton 1000 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6883,IfcPile SUPPORT Beton 1000 INSITU,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6884,IfcPile SUPPORT Beton 1000 Ortbeton,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6885,IfcPile SUPPORT Beton 1000 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6886,IfcPile SUPPORT Beton C20/25 100,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6887,IfcPile SUPPORT Beton C20/25 100 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6888,IfcPile SUPPORT Beton C20/25 100 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6889,IfcPile SUPPORT Beton C20/25 200,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6890,IfcPile SUPPORT Beton C20/25 200 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6891,IfcPile SUPPORT Beton C20/25 200 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6892,IfcPile SUPPORT Beton C20/25 300,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6893,IfcPile SUPPORT Beton C20/25 300 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6894,IfcPile SUPPORT Beton C20/25 300 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6895,IfcPile SUPPORT Beton C20/25 400,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6896,IfcPile SUPPORT Beton C20/25 400 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6897,IfcPile SUPPORT Beton C20/25 400 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6898,IfcPile SUPPORT Beton C20/25 500,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6899,IfcPile SUPPORT Beton C20/25 500 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6900,IfcPile SUPPORT Beton C20/25 500 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6901,IfcPile SUPPORT Beton C20/25 600,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6902,IfcPile SUPPORT Beton C20/25 600 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6903,IfcPile SUPPORT Beton C20/25 600 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6904,IfcPile SUPPORT Beton C20/25 700,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6905,IfcPile SUPPORT Beton C20/25 700 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6906,IfcPile SUPPORT Beton C20/25 700 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6907,IfcPile SUPPORT Beton C20/25 800,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6908,IfcPile SUPPORT Beton C20/25 800 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6909,IfcPile SUPPORT Beton C20/25 800 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6910,IfcPile SUPPORT Beton C20/25 900,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6911,IfcPile SUPPORT Beton C20/25 900 INSITU,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,unchanged,non-empty
6912,IfcPile SUPPORT Beton C20/25 900 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6913,IfcPile SUPPORT Beton C20/25 1000,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6914,IfcPile SUPPORT Beton C20/25 1000 Ortbeton,Tiefgründung Ortbetonbohrpfahl 1200,Tiefgründung Ortbetonbohrpfahl 1200,unchanged,non-empty
6915,IfcPile SUPPORT Beton C20/25 1000 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6916,IfcPile SUPPORT Beton C25/30 100,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6917,IfcPile SUPPORT Beton C25/30 100 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6918,IfcPile SUPPORT Beton C25/30 100 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6919,IfcPile SUPPORT Beton C25/30 200,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6920,IfcPile SUPPORT Beton C25/30 200 INSITU,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6921,IfcPile SUPPORT Beton C25/30 200 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6922,IfcPile SUPPORT Beton C25/30 300,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Mikrobohrpfahl | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6923,IfcPile SUPPORT Beton C25/30 300 Ortbeton,Tiefgründung Mikrobohrpfahl,Tiefgründung Mikrobohrpfahl,unchanged,non-empty
6924,IfcPile SUPPORT Beton C25/30 300 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6925,IfcPile SUPPORT Beton C25/30 400,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6926,IfcPile SUPPORT Beton C25/30 400 Fertigteil,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6927,IfcPile SUPPORT Beton C25/30 400 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6928,IfcPile SUPPORT Beton C25/30 500,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6929,IfcPile SUPPORT Beton C25/30 500 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
6930,IfcPile SUPPORT Beton C25/30 500 PRECAST,Tiefgründung Vorgefertigter Betonpfahl,Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6931,IfcPile SUPPORT Beton C25/30 600,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,unchanged,non-empty
6932,IfcPile SUPPORT Beton C25/30 600 INSITU,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,unchanged,non-empty
